"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes"
"footbagmoves","footbagmoves-5adds.txt","Pixie Quantum Butterfly","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Pixie Torque","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Pixie Torque (same side)","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-5adds.txt","Plasma","","Quantum Double Over Down","5","Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op in","op out [XDEX]","","","same out","clip","","XBD","DEX|DEX|XDEX|DEX|XBD|DEL","toe › op in(DEX) ⟫ op out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","6","-1","toe-multi-dex-clip","multi-dex-family","","high","ok","add-delta:-1"
"footbagmoves","footbagmoves-5adds.txt","POD","","Pixie ss Double Over Down","5","Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","same out","","","same out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","toe › same in(DEX) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Porque","","Pixie Torque","5","Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same in","op in","","front-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ op in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Predator","","Atomic Double Legover","5","Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe","op out","op in [XDEX]","","","op out","toe","","","DEX|DEX|XDEX|DEX|DEL","toe › op out(DEX) ⟫ op in(DEX,XDEX) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","PS Whirl","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Quantanamera","","Quantum Weaving Butterfly","5","Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op in","","","duck","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","toe › op in(DEX) ⟫ duck(BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","toe-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Railplant","","Railing Legover","5","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL)","toe","same in [BOD]","op out","rooted","","op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Rasmus","Skullsmasher","Atomic Ducking Mirage","5","Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","op out","","","duck","op in [XDEX]","toe","","","DEX|BOD|DEX|XDEX|DEL","toe › op out(DEX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › op toe(DEL)","5","0","toe-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Reactor","","Atomic Whirl","5","Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","op out","","","","op front whirl [XDEX]","clip","","XBD","DEX|DEX|XDEX|XBD|DEL","toe › op out(DEX) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","5","0","toe-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Ricochet","","Toe set os Double Over Down Flapper","5","Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL)","toe","op out","","","","same out","flapper","UNS","XBD","DEX|DEX|XBD|UNS|DEL","toe ⟫ op out(DEX) ⟫ same out(DEX) › op flapper(XBD,UNS,DEL)","4","1","unusual-surface-toe-to-flapper","unusual-surface-family","","high","ok","add-delta:+1"
"footbagmoves","footbagmoves-5adds.txt","Ripcurl","","Stepping Butterfly Swirl","5","Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","op in","same out","","","op back swirl","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ same out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Ripped Warrior","","Stepping Ducking Far Butterfly","5","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","","","duck","op out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Riptide","","Stepping Far Butterfly Swirl","5","Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","op in","op out","","","op back swirl","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ op out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Royall Assassin","","Pixie Ducking Symposium Mirage","5","Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL)","toe","same in","","","duck","op in [BOD]","toe","","","DEX|BOD|DEX|BOD|DEL","toe › same in(DEX) ⟫ duck(BOD) ⟫ [no plant while] op in(DEX,BOD) › op toe(DEL)","5","0","toe-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Sabotage","","Toe Flurry","5","Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe","op in","same in [XDEX]","","","op out","toe","","","DEX|DEX|XDEX|DEX|DEL","toe ⟫ op in(DEX) › same in(DEX,XDEX) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Saildown","","Sailing ss Butterfly","5","Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","op out","","","same out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","toe › same in(DEX) › op out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Scorpions Tail","","Spinning Barfly","5","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin","op out|same out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Scorpions Toe Nail","","Toe set Spinning Double Over Down","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Shaft","","Clipper set ss Symposium Double Over Down","5","Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op out [BOD]","","no plant while","","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip ⟫ [no plant while] op out(DEX,BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","clip-to-clip","uncategorized","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Singularity","","Symposium Whirling Flapper","5","Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL)","clip","op front whirl [BOD]","","no plant while","","","flapper","UNS","XBD","DEX|BOD|XBD|UNS|DEL","clip ⟫ [no plant while] op front whirl(DEX,BOD) ⟫ op flapper(XBD,UNS,DEL)","4","1","unusual-surface-clip-to-flapper","unusual-surface-family","","high","ok","add-delta:+1"
"footbagmoves","footbagmoves-5adds.txt","Smile","","Smiling Far Butterfly","5","Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","same back swirl","op in","","","op out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › same back swirl(DEX) › op in(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Snowflake","","Paradox Drifter XBD Rake","5","Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX)","clip","same in [PDX]","","","","","Same XBD Rake (XBD)(DEL)DEX)","","XBD","DEX|PDX|XBD|DEL","clip ⟫ same in(DEX,PDX) › same(XBD,DEL)","4","1","clip-paradox-?","paradox-family","xbd rake dex)","medium","needs_review","add-delta:+1"
"footbagmoves","footbagmoves-5adds.txt","Spanish Fly","","Ducking Barfly","5","Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","duck","same out|same out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ duck(BOD) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Spikehammer","","Blurry Ducking Mirage","5","Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL)","clip","op in","","","duck","op in [PDX]","toe","","","DEX|BOD|DEX|PDX|DEL","clip › op in(DEX) ⟫ duck(BOD) › op in(DEX,PDX) › op toe(DEL)","5","0","clip-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Spinal Tap","","Tapping Torque","5","Toe > Op Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","op out","same in","","front-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ same in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Butterfly Swirl","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Ducking Butterfly","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Ducking Osis","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Ducking Pdx Mirage","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Pdx DLO","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spinning Pdx Whirl","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Spyro Gyro","","Gyro Butterfly Swirl","5","Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","","","","back-spin","same out|op back swirl","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ same out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Stampede","","Flailing ss Symposium Mirage","5","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL)","toe","op out [BOD]","","no plant while","","same in [BOD]","toe","","","DEX|BOD|DEX|BOD|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same in(DEX,BOD) › op toe(DEL)","5","0","toe-to-toe","uncategorized","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Stepping Blender (same side)","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-5adds.txt","Stepping Ducking Butterfly (same side)","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-5adds.txt","Stepping Ducking Far Double Pickup","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Sumo","","Nuclear Mirage","5","Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","clip","same out [PDX]","","","","op in [XDEX]","toe","","","DEX|PDX|DEX|XDEX|DEL","clip › same out(DEX,PDX) ⟫ op in(DEX,XDEX) › op toe(DEL)","5","0","clip-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Sunilwalker","","Barraging Butterfly (same side)","5","Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","same in","","","same out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","clip-walk-clip","butterfly-walk-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Superfly","","Symposium Barfly","5","Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","same out [BOD]","","no plant while","","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip ⟫ [no plant while] same out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","5","0","clip-to-clip","uncategorized","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Supernova","","Spyro Nova","5","Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","clip","","","","back-spin","same in [BOD]|op out","toe","","","BOD|DEX|BOD|DEX|DEL","clip ⟫ [back] spin(BOD) ⟫ [no plant while] same in(DEX,BOD) › op out(DEX) › same toe(DEL)","5","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Surge","","Surging Paradox Mirage","5","Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL)","clip","","","","back-spin","same in|op in [PDX]","toe","","","BOD|DEX|DEX|PDX|DEL","clip › [back] spin(BOD) › same in(DEX) ⟫ op in(DEX,PDX) › op toe(DEL)","5","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Swivel","","Symposium Twirl","5","Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","same front swirl [BOD]","","no plant while","back-spin","","clip","","XBD","DEX|BOD|BOD|XBD|DEL","clip ⟫ [no plant while] same front swirl(DEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Symposium Down Double Down","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5adds.txt","Tapwater","","Tapping Twirl","5","Toe > Op Out (DEX) >> Op Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","op out","op front swirl","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ op front swirl(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Tobius","","Toe set Gyro Torque","5","Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","","","","back-spin|front-spin","","clip","","XBD","BOD|DEX|BOD|XBD|DEL","toe ⟫ [back] spin(BOD) ⟫ op in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Tomahawk","","Ducking Paradox Whirl","5","Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip","","","","duck","same [PDX]","clip","","XBD","BOD|DEX|PDX|XBD|DEL","clip ⟫ duck(BOD) ⟫ same(DEX,PDX) › op clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","fornt whirl","medium","needs_review",""
"footbagmoves","footbagmoves-5adds.txt","Tornado","","Twinspinning ss Mirage","5","Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","clip","same out [PDX]","","","back-spin","op in","toe","","","DEX|PDX|BOD|DEX|DEL","clip › same out(DEX,PDX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","5","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Torquescrew","","Miraging Dyno","5","Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","op back whirl","","front-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip ⟫ op in(DEX) › op back whirl(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Trixie","","Triple Pixie","5","Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL)","toe","same in","same in","","","same in [XDEX]","toe","","","DEX|DEX|DEX|XDEX|DEL","toe › same in(DEX) ⟫ same in(DEX) ⟫ same in(DEX,XDEX) › op toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Trochus","","Atomic Flail","5","Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe","op out","","no plant while","","op out [XDEX,BOD]","toe","","","DEX|DEX|XDEX|BOD|DEL","toe › op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,BOD) › op toe(DEL)","5","0","toe-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Tutifruti","","Frootie Legover","5","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL)","toe","same in [BOD]","op in","rooted","","op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Vertigo","","Ducking Paradox Drifter","5","Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL)","clip","","","","duck","same in [PDX]","clip","","XBD","BOD|DEX|PDX|XBD|DEL","clip ⟫ duck(BOD) ⟫ same in(DEX,PDX) › same clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Wentletrappe","","Fyro Double Legover","5","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same out","","","back-spin","op in|op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op out(DEX) › same toe(DEL)","5","0","toe-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Whirlwalk","","Blazing Paradox Whirl","5","Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip","front whirl","","","","op front whirl [PDX]","clip","","XBD","DEX|DEX|PDX|XBD|DEL","clip › front whirl(DEX) ⟫ op front whirl(DEX,PDX) › op clip(XBD,DEL)","5","0","clip-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-5adds.txt","Whisk","","Paradox Symposium Eggbeater","5","Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip","same out [BOD,PDX]","","no plant while","","op out","toe","","","DEX|BOD|PDX|DEX|DEL","clip ⟫ [no plant while] same out(DEX,BOD,PDX) › op out(DEX) › same toe(DEL)","5","0","clip-paradox-toe","paradox-family","","high","ok",""
